state,maxpreps_city,maxpreps_slug,maxpreps_name,maxpreps_nickname,massey_name,conference,p_source,years_found,weight_sum,raw_p,prestige_final
il,normal,normal-west-wildcats,Normal West,Wildcats,,Big Twelve,maxpreps,0,,0.4028,58
il,peoria,peoria-notre-dame-irish,Peoria Notre Dame,Irish,,Big Twelve,maxpreps,0,,0.5141,67
il,fairfield,fairfield-mules,Fairfield,Mules,,Black Diamond - East,maxpreps,0,,0.3915,57
il,albion,edwards-county-lions,Edwards County,Lions,,Black Diamond - East,maxpreps,0,,0.3962,58
il,flora,flora-wolves,Flora,Wolves,,Black Diamond - East,maxpreps,0,,0.3473,54
il,mcleansboro,hamilton-county-foxes,Hamilton County,Foxes,,Black Diamond - East,maxpreps,0,,0.3887,57
il,eldorado,eldorado-eagles,Eldorado,Eagles,,Black Diamond - East,maxpreps,0,,0.3660,55
il,carmi,carmi-white-county-bulldogs,Carmi-White County,Bulldogs,,Black Diamond - East,maxpreps,0,,0.4705,64
il,goreville,goreville-blackcats,Goreville,Blackcats,,Black Diamond - West,maxpreps,0,,0.5744,72
il,vienna,vienna-eagles,Vienna,Eagles,,Black Diamond - West,maxpreps,0,,0.4667,63
il,campbell-hill,trico-pioneers,Trico,Pioneers,,Black Diamond - West,maxpreps,0,,0.3147,51
il,christopher,christopher-bearcats,Christopher,Bearcats,,Black Diamond - West,maxpreps,0,,0.3566,54
il,johnston-city,johnston-city-indians,Johnston City,Indians,,Black Diamond - West,maxpreps,0,,0.2565,46
il,sesser,sesser-valier-red-devils,Sesser-Valier,Red Devils,,Black Diamond - West,maxpreps,0,,0.2496,46
il,zeigler,zeigler-royalton-tornadoes,Zeigler-Royalton,Tornadoes,,Black Diamond - West,maxpreps,0,,0.2234,43
il,sparta,sparta-bulldogs,Sparta,Bulldogs,,Cahokia - Illinois,maxpreps,0,,0.5166,67
il,trenton,wesclin-warriors,Wesclin,Warriors,,Cahokia - Illinois,maxpreps,0,,0.5689,72
il,carlyle,carlyle-indians-lady-indians,Carlyle,Indians Lady Indians,,Cahokia - Illinois,maxpreps,0,,0.4556,62
il,okawville,okawville-rockets,Okawville,Rockets,,Cahokia - Illinois,maxpreps,0,,0.3983,58
il,red-bud,red-bud-musketeers,Red Bud,Musketeers,,Cahokia - Illinois,maxpreps,0,,0.3972,58
il,chester,chester-yellowjackets,Chester,Yellowjackets,,Cahokia - Illinois,maxpreps,0,,0.3643,55
il,new-athens,new-athens-yellow-jackets,New Athens,Yellow Jackets,,Cahokia - Kaskaskia,maxpreps,0,,0.3733,56
il,steeleville,steeleville-warriors,Steeleville,Warriors,,Cahokia - Kaskaskia,maxpreps,0,,0.3759,56
il,marissa,marissa-coulterville-meteors,Marissa/Coulterville,Meteors,,Cahokia - Kaskaskia,maxpreps,0,,0.2662,47
il,dupo,dupo-tigers,Dupo,Tigers,,Cahokia - Kaskaskia,maxpreps,0,,0.3349,53
il,valmeyer,valmeyer-pirates,Valmeyer,Pirates,,Cahokia - Kaskaskia,maxpreps,0,,0.3220,51
il,lebanon,lebanon-greyhounds,Lebanon,Greyhounds,,Cahokia - Kaskaskia,od_fallback,0,,0.0000,25
il,columbia,columbia-eagles,Columbia,Eagles,,Cahokia - Mississippi,maxpreps,0,,0.5809,73
il,roxana,roxana-shells,Roxana,Shells,,Cahokia - Mississippi,maxpreps,0,,0.4664,63
il,breese,breese-central-cougars,Breese Central,Cougars,,Cahokia - Mississippi,maxpreps,0,,0.6676,80
il,freeburg,freeburg-midgets,Freeburg,Midgets,,Cahokia - Mississippi,maxpreps,0,,0.3803,56
il,salem,salem-wildcats,Salem,Wildcats,,Cahokia - Mississippi,maxpreps,0,,0.3320,52
il,wood-river,east-alton-wood-river-oilers,East Alton-Wood River,Oilers,,Cahokia - Mississippi,maxpreps,0,,0.2356,44
il,warrensburg,warrensburg-latham-cardinals,Warrensburg-Latham,Cardinals,,Central Illinois,maxpreps,0,,0.4977,66
il,clinton,clinton-maroons,Clinton,Maroons,,Central Illinois,maxpreps,0,,0.5224,68
il,tuscola,tuscola-warriors,Tuscola,Warriors,,Central Illinois,maxpreps,0,,0.5137,67
il,shelbyville,shelbyville-rams,Shelbyville,Rams,,Central Illinois,maxpreps,0,,0.4033,58
il,macon,meridian-hawks,Meridian,Hawks,,Central Illinois,maxpreps,0,,0.3004,50
il,moweaqua,central-a-and-m-raiders,Central A & M,Raiders,,Central Illinois,maxpreps,0,,0.2391,45
il,decatur,macarthur-generals,MacArthur,Generals,,Central State Eight,maxpreps,0,,0.7072,83
il,normal,normal-university-pioneers,Normal University,Pioneers,,Central State Eight,maxpreps,0,,0.5764,72
il,lincoln,lincoln-railsplitters,Lincoln,Railsplitters,,Central State Eight,maxpreps,0,,0.6273,77
il,springfield,springfield-springfield,Springfield,Springfield,,Central State Eight,maxpreps,0,,0.4965,66
il,springfield,lanphier-lions,Lanphier,Lions,,Central State Eight,maxpreps,0,,0.5930,74
il,rochester,rochester-rockets,Rochester,Rockets,,Central State Eight,maxpreps,0,,0.5821,73
il,springfield,sacred-heart-griffin-cyclones,Sacred Heart-Griffin,Cyclones,,Central State Eight,maxpreps,0,,0.6040,75
il,jacksonville,jacksonville-crimsons,Jacksonville,Crimsons,,Central State Eight,maxpreps,0,,0.5165,67
il,chatham,glenwood-titans,Glenwood,Titans,,Central State Eight,maxpreps,0,,0.5017,66
il,decatur,decatur-eisenhower-panthers,Decatur Eisenhower,Panthers,,Central State Eight,maxpreps,0,,0.4319,60
il,springfield,springfield-southeast-spartans,Springfield Southeast,Spartans,,Central State Eight,maxpreps,0,,0.4246,60
il,skokie,niles-north-vikings,Niles North,Vikings,,Central Suburban - North,maxpreps,0,,0.5886,73
il,vernon-hills,vernon-hills-cougars,Vernon Hills,Cougars,,Central Suburban - North,maxpreps,0,,0.4532,62
il,park-ridge,maine-east-blue-demons,Maine East,Blue Demons,,Central Suburban - North,maxpreps,0,,0.4407,61
il,des-plaines,maine-west-warriors,Maine West,Warriors,,Central Suburban - North,maxpreps,0,,0.3263,52
il,skokie,niles-west-wolves,Niles West,Wolves,,Central Suburban - North,maxpreps,0,,0.4120,59
il,highland-park,highland-park-giants,Highland Park,Giants,,Central Suburban - North,maxpreps,0,,0.3922,57
il,evanston,evanston-wildkits,Evanston,Wildkits,,Central Suburban - South,maxpreps,0,,0.7639,88
il,winnetka,new-trier-trevians,New Trier,Trevians,,Central Suburban - South,maxpreps,0,,0.7026,83
il,northbrook,glenbrook-north-spartans,Glenbrook North,Spartans,,Central Suburban - South,maxpreps,0,,0.6499,78
il,deerfield,deerfield-warriors,Deerfield,Warriors,,Central Suburban - South,maxpreps,0,,0.5701,72
il,glenview,glenbrook-south-titans,Glenbrook South,Titans,,Central Suburban - South,maxpreps,0,,0.6598,79
il,park-ridge,maine-south-hawks,Maine South,Hawks,,Central Suburban - South,maxpreps,0,,0.4433,61
il,chicago,depaul-college-prep-rams,DePaul College Prep,Rams,,Chicago Catholic - Blue,maxpreps,0,,0.8225,93
il,wilmette,loyola-academy-ramblers,Loyola Academy,Ramblers,,Chicago Catholic - Blue,maxpreps,0,,0.6549,79
il,chicago,saint-ignatius-college-prep-wolfpack,Saint Ignatius College Prep,Wolfpack,,Chicago Catholic - Blue,maxpreps,0,,0.6758,81
il,chicago,chicago-mt-carmel-caravan,Chicago Mt. Carmel,Caravan,,Chicago Catholic - Blue,maxpreps,0,,0.7113,83
il,chicago,de-la-salle-meteors,De La Salle,Meteors,,Chicago Catholic - Blue,maxpreps,0,,0.5829,73
il,chicago,brother-rice-crusaders,Brother Rice,Crusaders,,Chicago Catholic - Blue,maxpreps,0,,0.7131,84
il,burbank,st-laurence-vikings,St. Laurence,Vikings,,Chicago Catholic - Blue,maxpreps,0,,0.6639,80
il,wheaton,st-francis-spartans,St. Francis,Spartans,,Chicago Catholic - Blue,maxpreps,0,,0.5208,68
il,oak-park,fenwick-friars,Fenwick,Friars,,Chicago Catholic - Blue,maxpreps,0,,0.5201,68
il,chicago,leo-lions,Leo,Lions,,Chicago Catholic - White,maxpreps,0,,0.5113,67
il,aurora,marmion-cadets,Marmion,Cadets,,Chicago Catholic - White,maxpreps,0,,0.4861,65
il,chicago,st-francis-de-sales-pioneers,St. Francis de Sales,Pioneers,,Chicago Catholic - White,maxpreps,0,,0.4386,61
il,new-lenox,providence-catholic-celtics,Providence Catholic,Celtics,,Chicago Catholic - White,maxpreps,0,,0.4295,60
il,chicago,st-rita-mustangs,St. Rita,Mustangs,,Chicago Catholic - White,maxpreps,0,,0.4154,59
il,elmhurst,ic-catholic-prep-knights,IC Catholic Prep,Knights,,Chicago Catholic - White,maxpreps,0,,0.4868,65
il,lombard,montini-catholic-broncos,Montini Catholic,Broncos,,Chicago Catholic - White,maxpreps,0,,0.3903,57
il,chicago,providence-st-mel-knights,Providence-St. Mel,Knights,,Chicago Catholic - White,maxpreps,0,,0.2938,49
il,aurora,aurora-central-catholic-chargers,Aurora Central Catholic,Chargers,,Chicago Catholic - White,maxpreps,0,,0.2624,47
il,chicago,ida-crown-jewish-academy-aces,Ida Crown Jewish Academy,Aces,,Chicago Prep,maxpreps,0,,0.4115,59
il,chicago,ellison-lions,Ellison,Lions,,Chicago Prep,maxpreps,0,,0.2870,49
il,chicago,holy-trinity-tigers,Holy Trinity,Tigers,,Chicago Prep,maxpreps,0,,0.2779,48
il,melrose-park,walther-christian-broncos,Walther Christian Academy,Broncos,,Chicago Prep,maxpreps,0,,0.2883,49
il,chicago,northtown-pumas,Northtown,Pumas,,Chicago Prep,maxpreps,0,,0.2327,44
il,deerfield,rochelle-zell-jewish-tigers,Rochelle Zell Jewish,Tigers,,Chicago Prep,maxpreps,0,,0.3753,56
il,chicago,cristo-rey-jesuit-cristeros,Cristo Rey Jesuit,Cristeros,,Chicago Prep,od_fallback,0,,0.3218,51
il,westmont,westmont-sentinels,Westmont,Sentinels,,Chicago Prep,maxpreps,0,,0.2819,48
il,chicago,goode-stem-academy-knights,Goode STEM Academy,Knights,,Chicago Public - Blue Central,maxpreps,0,,0.2459,45
il,chicago,back-of-the-yards-college-prep-bobcats,Back of the Yards College Prep,Bobcats,,Chicago Public - Blue Central,maxpreps,0,,0.1883,40
il,chicago,solorio-warriors,Solorio,Warriors,,Chicago Public - Blue Central,maxpreps,0,,0.5710,72
il,chicago,victoria-soto-wolves,Victoria Soto,Wolves,,Chicago Public - Blue Central,od_fallback,0,,0.3574,54
il,chicago,tilden-blue-devils,Tilden,Blue Devils,,Chicago Public - Blue Central,od_fallback,0,,0.3574,54
il,chicago,horizon-science-academy-southwest-huskies,Horizon Science Academy-Southwest,Huskies,,Chicago Public - Blue Central,maxpreps,0,,0.4256,60
il,chicago,acero-garcia-patriots,ACERO Garcia,Patriots,,Chicago Public - Blue Central,od_fallback,0,,0.3574,54
il,chicago,instituto-health-sciences-phoenix,Instituto Health Sciences,Phoenix,,Chicago Public - Blue Central,od_fallback,0,,0.3574,54
il,chicago,roosevelt-rough-riders,Roosevelt,Rough Riders,,Chicago Public - Blue North,od_fallback,0,,0.8500,95
il,chicago,disney-ii-titans,Disney II,Titans,,Chicago Public - Blue North,od_fallback,0,,0.8500,95
il,chicago,chicago-mathematics-and-science-titans,Chicago Mathematics & Science,Titans,,Chicago Public - Blue North,od_fallback,0,,0.8500,95
il,chicago,foreman-hornets,Foreman,Hornets,,Chicago Public - Blue North,maxpreps,0,,0.1840,40
il,chicago,intrinsic-charter-mustangs,Intrinsic Charter,Mustangs,,Chicago Public - Blue North,maxpreps,0,,0.1673,39
il,chicago,chicago-academy-cougars,Chicago Academy,Cougars,,Chicago Public - Blue North,maxpreps,0,,0.2565,46
il,chicago,marine-leadership-academy-bulldogs,Marine Leadership Academy,Bulldogs,,Chicago Public - Blue North,od_fallback,0,,0.8500,95
il,chicago,rickover-naval-seadragons,Rickover Naval,Seadragons,,Chicago Public - Blue North,od_fallback,0,,0.8500,95
il,chicago,aspira-business-and-finance-white-tigers,Aspira Business and Finance,White Tigers,,Chicago Public - Blue North,od_fallback,0,,0.8500,95
il,chicago,epic-academy-legends,EPIC Academy,Legends,,Chicago Public - Blue South,maxpreps,0,,0.2502,46
il,chicago,dusable-panthers,DuSable,Panthers,,Chicago Public - Blue South,maxpreps,0,,0.2553,46
il,chicago,chicago-vocational-cavaliers,Chicago Vocational,Cavaliers,,Chicago Public - Blue South,maxpreps,0,,0.1896,41
il,chicago,excel-academy-of-englewood-bulls,Excel Academy of Englewood,Bulls,,Chicago Public - Blue South,od_fallback,0,,0.2299,44
il,chicago,air-force-academy-falcons,Air Force Academy,Falcons,,Chicago Public - Blue South,od_fallback,0,,0.1942,41
il,chicago,hirsch-huskies,Hirsch,Huskies,,Chicago Public - Blue South,od_fallback,0,,0.1584,38
il,chicago,art-in-motion-phoenix,Art in Motion,Phoenix,,Chicago Public - Blue South,od_fallback,0,,0.1227,35
il,chicago,chicago-collegiate-lions,Chicago Collegiate,Lions,,Chicago Public - Blue South,od_fallback,0,,0.0869,32
il,chicago,austin-college-and-career-academy-tigers,Austin College and Career Academy,Tigers,,Chicago Public - Blue West,maxpreps,0,,0.2455,45
il,chicago,kelvyn-park-panthers,Kelvyn Park,Panthers,,Chicago Public - Blue West,maxpreps,0,,0.2408,45
il,chicago,legal-prep,Legal Prep,Prep,,Chicago Public - Blue West,maxpreps,0,,0.2144,43
il,chicago,juarez-eagles,Juarez,Eagles,,Chicago Public - Blue West,maxpreps,0,,0.3098,50
il,chicago,douglass-tigers,Douglass,Tigers,,Chicago Public - Blue West,od_fallback,0,,0.3193,51
il,chicago,chicago-tech,Chicago Tech,Tech,,Chicago Public - Blue West,maxpreps,0,,0.1929,41
il,chicago,phoenix-military-firebirds,Phoenix Military,Firebirds,,Chicago Public - Blue West,maxpreps,0,,0.2817,48
il,chicago,spry-community-links-spry,Spry Community Links,Spry,,Chicago Public - Blue West,od_fallback,0,,0.3192,51
il,chicago,hyde-park-thunderbirds,Hyde Park,Thunderbirds,,Chicago Public - Red Central,maxpreps,0,,0.6634,79
il,chicago,kenwood-broncos,Kenwood,Broncos,,Chicago Public - Red Central,maxpreps,0,,0.7359,85
il,chicago,phillips-wildcats,Phillips,Wildcats,,Chicago Public - Red Central,maxpreps,0,,0.5366,69
il,chicago,king-jaguars,King,Jaguars,,Chicago Public - Red Central,maxpreps,0,,0.4404,61
il,chicago,dyett-eagles,Dyett,Eagles,,Chicago Public - Red Central,maxpreps,0,,0.4559,62
il,chicago,englewood-stem-panthers,Englewood Stem,Panthers,,Chicago Public - Red Central,maxpreps,0,,0.3291,52
il,chicago,whitney-young-dolphins,Whitney Young,Dolphins,,Chicago Public - Red North,maxpreps,0,,0.7443,86
il,chicago,lincoln-park-lions,Lincoln Park,Lions,,Chicago Public - Red North,maxpreps,0,,0.5798,73
il,chicago,lake-view-wildcats,Lake View,Wildcats,,Chicago Public - Red North,maxpreps,0,,0.4206,60
il,chicago,lane-tech-champions,Lane Tech,Champions,,Chicago Public - Red North,maxpreps,0,,0.5388,69
il,chicago,amundsen-vikings,Amundsen,Vikings,,Chicago Public - Red North,maxpreps,0,,0.4053,58
il,chicago,payton-college-prep-grizzlies,Payton College Prep,Grizzlies,,Chicago Public - Red North,maxpreps,0,,0.4859,65
il,chicago,northside-mustangs,Northside,Mustangs,,Chicago Public - Red North,maxpreps,0,,0.3244,52
il,chicago,taft-eagles,Taft,Eagles,,Chicago Public - Red North,maxpreps,0,,0.4300,60
il,chicago,simeon-wolverines,Simeon,Wolverines,,Chicago Public - Red South,maxpreps,0,,0.7814,89
il,chicago,morgan-park-mustangs,Morgan Park,Mustangs,,Chicago Public - Red South,maxpreps,0,,0.5001,66
il,chicago,lindblom-eagles,Lindblom,Eagles,,Chicago Public - Red South,maxpreps,0,,0.5219,68
il,chicago,christian-fenger-academy-titans,Christian Fenger Academy,Titans,,Chicago Public - Red South,maxpreps,0,,0.4269,60
il,chicago,bogan-bengals,Bogan,Bengals,,Chicago Public - Red South,maxpreps,0,,0.4555,62
il,chicago,brooks-eagles,Brooks,Eagles,,Chicago Public - Red South,maxpreps,0,,0.4387,61
il,chicago,julian-jaguars,Julian,Jaguars,,Chicago Public - Red South,maxpreps,0,,0.4045,58
il,chicago,agricultural-science-cyclones,Agricultural Science,Cyclones,,Chicago Public - Red South,maxpreps,0,,0.4000,58
il,chicago,curie-condors,Curie,Condors,,Chicago Public - Red West,maxpreps,0,,0.8522,95
il,chicago,crane-medical-cougars,Crane Medical,Cougars,,Chicago Public - Red West,maxpreps,0,,0.5360,69
il,chicago,clark-eagles,Clark,Eagles,,Chicago Public - Red West,maxpreps,0,,0.5626,71
il,chicago,chicago-marshall-commandos,Chicago Marshall,Commandos,,Chicago Public - Red West,maxpreps,0,,0.5442,70
il,chicago,north-lawndale-phoenix,North Lawndale,Phoenix,,Chicago Public - Red West,maxpreps,0,,0.4414,61
il,chicago,farragut-admirals,Farragut,Admirals,,Chicago Public - Red West,maxpreps,0,,0.4434,61
il,chicago,manley-wildcats,Manley,Wildcats,,Chicago Public - Red West,maxpreps,0,,0.4820,65
il,chicago,westinghouse-warriors,Westinghouse,Warriors,,Chicago Public - Red West,maxpreps,0,,0.4591,63
il,chicago,dunbar-mightymen-mightywomen,Dunbar,Mightymen Mightywomen,,Chicago Public - White Central,maxpreps,0,,0.3922,57
il,chicago,richards-warriors,Richards,Warriors,,Chicago Public - White Central,maxpreps,0,,0.3135,51
il,chicago,longwood-panthers,Longwood,Panthers,,Chicago Public - White Central,maxpreps,0,,0.3035,50
il,chicago,hancock-eagles,Hancock,Eagles,,Chicago Public - White Central,maxpreps,0,,0.2537,46
il,chicago,kennedy-crusaders,Kennedy,Crusaders,,Chicago Public - White Central,maxpreps,0,,0.2590,46
il,chicago,gage-park-owls,Gage Park,Owls,,Chicago Public - White Central,maxpreps,0,,0.2291,44
il,chicago,kelly-trojans,Kelly,Trojans,,Chicago Public - White Central,maxpreps,0,,0.2737,47
il,chicago,catalyst-maria-wolves,Catalyst-Maria,Wolves,,Chicago Public - White Central,maxpreps,0,,0.1873,40
il,chicago,hubbard-greyhounds,Hubbard,Greyhounds,,Chicago Public - White Central,maxpreps,0,,0.2328,44
il,chicago,schurz-bulldogs,Schurz,Bulldogs,,Chicago Public - White North,maxpreps,0,,0.3842,57
il,chicago,jones-eagles,Jones,Eagles,,Chicago Public - White North,maxpreps,0,,0.4211,60
il,chicago,mather-rangers,Mather,Rangers,,Chicago Public - White North,maxpreps,0,,0.2904,49
il,chicago,uplift-titans,Uplift,Titans,,Chicago Public - White North,maxpreps,0,,0.2654,47
il,chicago,von-steuben-panthers,Von Steuben,Panthers,,Chicago Public - White North,maxpreps,0,,0.3371,53
il,chicago,senn-bulldogs,Senn,Bulldogs,,Chicago Public - White North,maxpreps,0,,0.2983,50
il,chicago,chicago-sullivan-tigers,Chicago Sullivan,Tigers,,Chicago Public - White North,maxpreps,0,,0.3498,54
il,chicago,alcott-wildcats,Alcott,Wildcats,,Chicago Public - White North,maxpreps,0,,0.2406,45
il,chicago,steinmetz-college-prep-streaks,Steinmetz College Prep,Streaks,,Chicago Public - White North,maxpreps,0,,0.3012,50
il,chicago,corliss-trojans,Corliss,Trojans,,Chicago Public - White South,maxpreps,0,,0.3519,54
il,chicago,bowen-boilermakers,Bowen,Boilermakers,,Chicago Public - White South,maxpreps,0,,0.3418,53
il,chicago,urban-prep-academies-lions,Urban Prep Academies,Lions,,Chicago Public - White South,maxpreps,0,,0.2167,43
il,chicago,south-shore-international-tars,South Shore International,Tars,,Chicago Public - White South,maxpreps,0,,0.2654,47
il,chicago,woodlawn-warriors,Woodlawn,Warriors,,Chicago Public - White South,maxpreps,0,,0.3909,57
il,chicago,harlan-falcons,Harlan,Falcons,,Chicago Public - White South,maxpreps,0,,0.2789,48
il,chicago,carver-challengers,Carver,Challengers,,Chicago Public - White South,maxpreps,0,,0.2915,49
il,chicago,chicago-washington-patriots,Chicago Washington,Patriots,,Chicago Public - White South,maxpreps,0,,0.2572,46
il,chicago,little-village-phoenix,Little Village,Phoenix,,Chicago Public - White West,maxpreps,0,,0.4312,60
il,chicago,wells-raiders,Wells,Raiders,,Chicago Public - White West,maxpreps,0,,0.4295,60
il,chicago,prosser-falcons,Prosser,Falcons,,Chicago Public - White West,maxpreps,0,,0.3044,50
il,chicago,collins-warriors,Collins,Warriors,,Chicago Public - White West,maxpreps,0,,0.3397,53
il,chicago,ogden-international,Ogden International,International,,Chicago Public - White West,maxpreps,0,,0.2891,49
il,chicago,clemente-wildcats,Clemente,Wildcats,,Chicago Public - White West,maxpreps,0,,0.3313,52
il,chicago,orr-spartans,Orr,Spartans,,Chicago Public - White West,maxpreps,0,,0.4261,60
il,chicago,north-grand-eagle-owls,North Grand,Eagle Owls,,Chicago Public - White West,maxpreps,0,,0.2084,42
il,chicago,raby-raiders,Raby,Raiders,,Chicago Public - White West,maxpreps,0,,0.2015,42
il,chicago,chicago-hope-academy,Chicago Hope Academy,Academy,,Chicagoland Christian,maxpreps,0,,0.6367,77
il,west-chicago,wheaton-academy-warriors,Wheaton Academy,Warriors,,Chicagoland Christian,maxpreps,0,,0.5252,68
il,elmhurst,timothy-christian-trojans,Timothy Christian,Trojans,,Chicagoland Christian,maxpreps,0,,0.4103,59
il,chicago,christ-the-king-gladiators,Christ the King,Gladiators,,Chicagoland Christian,maxpreps,0,,0.5612,71
il,kankakee,bishop-mcnamara-fightin-irish,Bishop McNamara,Fightin Irish,,Chicagoland Christian,maxpreps,0,,0.5007,66
il,aurora,aurora-christian-eagles,Aurora Christian,Eagles,,Chicagoland Christian,maxpreps,0,,0.4585,63
il,niles,northridge-knights,Northridge,Knights,,Chicagoland Christian,maxpreps,0,,0.4430,61
il,palos-heights,chicago-christian-knights,Chicago Christian,Knights,,Chicagoland Christian,maxpreps,0,,0.3079,50
il,woodstock,marian-central-catholic-hurricanes,Marian Central Catholic,Hurricanes,,Chicagoland Christian,maxpreps,0,,0.3081,50
il,elgin,st-edward-green-wave,St. Edward,Green Wave,,Chicagoland Christian,maxpreps,0,,0.3414,53
il,wheaton,wheaton-warrenville-south-tigers,Wheaton-Warrenville South,Tigers,,DuKane,maxpreps,0,,0.5959,74
il,carol-stream,glenbard-north-panthers,Glenbard North,Panthers,,DuKane,maxpreps,0,,0.5473,70
il,batavia,batavia-bulldogs,Batavia,Bulldogs,,DuKane,maxpreps,0,,0.5500,70
il,geneva,geneva-vikings,Geneva,Vikings,,DuKane,maxpreps,0,,0.5508,70
il,wheaton,wheaton-north-falcons,Wheaton North,Falcons,,DuKane,maxpreps,0,,0.4970,66
il,st-charles,st-charles-north-north-stars,St. Charles North,North Stars,,DuKane,maxpreps,0,,0.4176,59
il,roselle,lake-park-lancers,Lake Park,Lancers,,DuKane,maxpreps,0,,0.5196,68
il,st-charles,st-charles-east-fighting-saints,St. Charles East,Fighting Saints,,DuKane,maxpreps,0,,0.3823,56
il,naperville,neuqua-valley-wildcats,Neuqua Valley,Wildcats,,DuPage Valley,maxpreps,0,,0.6811,81
il,naperville,naperville-north-huskies,Naperville North,Huskies,,DuPage Valley,maxpreps,0,,0.5308,69
il,aurora,waubonsie-valley-warriors,Waubonsie Valley,Warriors,,DuPage Valley,maxpreps,0,,0.6186,76
il,aurora,metea-valley-mustangs,Metea Valley,Mustangs,,DuPage Valley,maxpreps,0,,0.6081,75
il,naperville,naperville-central-redhawks,Naperville Central,Redhawks,,DuPage Valley,maxpreps,0,,0.3887,57
il,dekalb,dekalb-barbs,DeKalb,Barbs,,DuPage Valley,maxpreps,0,,0.5959,74
il,bloomington,cornerstone-christian-cyclones,Cornerstone Christian,Cyclones,,East Central Illinois,maxpreps,0,,0.2976,49
il,urbana,urbana-university-illineks,Urbana University,Illineks,,East Central Illinois,od_fallback,0,,0.3323,52
il,normal,calvary-christian-academy-knights,Calvary Christian Academy,Knights,,East Central Illinois,maxpreps,0,,0.0624,30
il,arthur,arthur-okaw-christian-conquering-riders,Arthur-Okaw Christian,Conquering Riders,,East Central Illinois,maxpreps,0,,0.2685,47
il,champaign,judah-christian-tribe,Judah Christian,Tribe,,East Central Illinois,maxpreps,0,,0.1763,39
il,lisle,benet-academy-redwings,Benet Academy,Redwings,,East Suburban Catholic,maxpreps,0,,0.7961,90
il,chicago,st-patrick-shamrocks,St. Patrick,Shamrocks,,East Suburban Catholic,maxpreps,0,,0.6928,82
il,chicago,marist-redhawks,Marist,Redhawks,,East Suburban Catholic,maxpreps,0,,0.7186,84
il,arlington-heights,saint-viator-lions,Saint Viator,Lions,,East Suburban Catholic,maxpreps,0,,0.5408,69
il,joliet,joliet-catholic-hilltoppers,Joliet Catholic,Hilltoppers,,East Suburban Catholic,maxpreps,0,,0.5187,68
il,niles,niles-notre-dame-dons,Niles Notre Dame,Dons,,East Suburban Catholic,maxpreps,0,,0.5070,67
il,lagrange-park,nazareth-academy-roadrunners,Nazareth Academy,Roadrunners,,East Suburban Catholic,maxpreps,0,,0.4411,61
il,mundelein,carmel-corsairs,Carmel,Corsairs,,East Suburban Catholic,maxpreps,0,,0.4790,64
